1,1772,"506-60-05-22-65","2018-02-05 23:31:15"
3,974,"506-91-94-42-31","2016-03-25 15:55:18"
4,1802,"506-01-11-72-61","2015-08-20 08:36:39"
5,417,"506-27-12-59-20","2012-11-24 11:12:31"
6,189,"506-20-52-80-45","2017-12-30 11:47:06"
7,1952,"506-57-98-64-59","2012-03-26 06:35:04"
9,904,"506-82-52-74-61","2017-06-17 17:38:25"
10,1659,"506-64-07-86-31","2017-02-21 03:03:15"
11,124,"506-03-46-24-25","2013-11-07 08:10:33"
12,208,"506-63-61-55-97","2018-05-22 07:02:57"
13,1195,"506-86-88-66-99","2018-07-10 10:22:06"
15,548,"506-29-61-26-17","2014-09-08 07:21:21"
17,1520,"506-63-59-25-10","2013-05-15 03:58:12"
18,1415,"506-16-51-83-47","2011-10-31 23:39:30"
19,185,"506-61-90-28-69","2015-11-06 04:32:23"
20,194,"506-87-23-84-54","2012-10-10 16:37:53"
21,74,"506-66-89-22-75","2018-02-25 16:36:25"
22,838,"506-96-21-47-62","2017-03-04 11:24:22"
23,1481,"506-46-70-55-34","2016-08-31 03:57:57"
24,1430,"506-98-36-16-03","2011-10-29 18:46:08"
25,371,"506-59-13-65-72","2011-08-08 16:56:13"
26,1913,"506-91-24-04-95","2016-04-13 12:54:28"
28,668,"506-78-57-47-40","2014-03-30 16:46:35"
31,1040,"506-86-23-89-86","2012-04-10 17:16:33"
33,801,"506-25-87-44-96","2018-05-25 03:50:52"
34,419,"506-94-24-19-22","2011-05-29 02:15:42"
35,1626,"506-44-80-32-44","2015-10-17 04:34:48"
36,1302,"506-38-49-91-73","2017-02-06 03:55:47"
37,616,"506-44-33-57-17","2018-07-05 03:15:16"
38,1029,"506-67-56-83-28","2013-08-11 14:41:58"
39,899,"506-23-20-47-59","2017-06-26 23:49:50"
40,887,"506-02-75-03-00","2013-01-20 13:47:37"
41,348,"506-70-59-15-05","2017-11-22 23:22:05"
43,1092,"506-60-72-85-72","2014-03-09 20:41:27"
44,335,"506-17-68-11-07","2014-02-13 12:16:06"
46,1817,"506-45-95-64-72","2016-02-20 19:32:46"
47,1914,"506-26-15-13-90","2011-01-14 17:44:25"
48,422,"506-53-32-88-27","2018-09-25 07:56:34"
49,1982,"506-06-51-86-72","2014-01-13 19:51:30"
51,870,"506-53-96-22-23","2013-06-09 18:07:08"
52,1588,"506-22-78-09-94","2018-09-20 16:11:51"
53,1973,"506-86-38-43-78","2014-05-26 09:33:25"
54,1816,"506-33-10-13-02","2017-06-28 11:07:31"
55,1371,"506-77-07-61-33","2015-08-06 09:48:38"
56,615,"506-67-59-25-08","2012-12-11 03:28:58"
57,1503,"506-03-06-64-56","2018-05-30 13:45:08"
60,1122,"506-64-57-91-10","2015-08-22 09:37:00"
61,384,"506-53-69-87-16","2017-08-29 01:16:46"
62,753,"506-96-19-24-92","2012-09-25 10:16:56"
63,409,"506-06-13-14-58","2016-01-30 05:37:53"
64,146,"506-58-18-18-75","2018-01-16 07:01:32"
65,662,"506-11-85-29-73","2012-10-13 21:20:32"
66,188,"506-76-25-34-21","2016-02-28 18:15:43"
67,1448,"506-00-76-56-82","2013-09-15 18:19:13"
68,542,"506-49-69-09-93","2018-08-02 18:47:48"
69,1887,"506-88-81-89-48","2018-11-09 23:52:38"
70,1161,"506-68-76-12-19","2015-05-15 16:04:53"
71,1810,"506-71-08-71-45","2012-01-11 13:58:23"
72,1518,"506-61-94-96-43","2011-06-12 12:04:06"
73,434,"506-93-45-14-80","2011-03-05 02:23:15"
74,1833,"506-60-11-14-58","2016-02-26 04:37:02"
75,793,"506-20-86-25-36","2012-09-07 02:33:22"
76,1627,"506-32-82-03-14","2016-07-19 21:36:03"
78,1077,"506-79-64-41-25","2012-12-10 19:40:48"
79,381,"506-44-65-34-84","2015-02-05 00:48:13"
80,106,"506-31-54-58-70","2017-10-11 23:42:28"
81,701,"506-38-35-87-32","2012-07-27 16:01:28"
83,265,"506-49-37-49-94","2013-09-19 15:43:19"
84,1435,"506-82-81-70-26","2011-03-25 18:25:52"
85,853,"506-09-84-95-48","2015-10-26 01:47:25"
86,117,"506-88-20-04-56","2011-06-21 20:25:05"
87,1553,"506-89-34-66-57","2012-07-22 00:07:33"
89,166,"506-34-09-48-09","2017-11-05 18:12:09"
90,1601,"506-30-21-61-01","2014-10-27 07:33:35"
91,1788,"506-65-08-54-17","2017-04-06 02:18:19"
92,832,"506-37-84-48-61","2016-09-18 13:47:08"
93,980,"506-84-49-02-83","2012-07-24 18:09:05"
94,1842,"506-43-93-75-27","2014-06-10 01:31:26"
95,1063,"506-39-44-71-75","2012-07-05 12:51:38"
96,640,"506-34-91-98-76","2014-04-04 01:00:05"
97,1942,"506-66-23-77-30","2017-05-13 11:19:06"
98,1680,"506-28-37-50-56","2016-01-01 03:21:00"
100,3,"506-14-04-44-71","2015-08-20 20:41:29"
101,239,"506-77-36-83-86","2012-02-06 00:36:13"
102,1590,"506-43-89-04-49","2017-11-13 04:44:59"
103,1180,"506-53-17-44-85","2017-05-28 22:08:22"
104,1348,"506-47-77-06-07","2017-02-06 15:10:36"
105,794,"506-92-80-26-19","2013-07-12 18:00:56"
106,1100,"506-98-11-60-25","2016-12-15 16:23:10"
107,1300,"506-71-71-11-82","2013-06-18 21:57:22"
110,662,"506-39-60-09-80","2015-09-05 18:52:23"
111,1933,"506-45-66-56-99","2012-08-01 12:22:24"
113,1509,"506-21-24-08-96","2018-01-27 07:29:22"
